"Star","rs"
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:La_Plata
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",48
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Monetary_policy
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",4
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Canadian_Confederation
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",3
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Norwegian_krone
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",16
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Murder  ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",15
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Confederate_States_Army
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",9
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Confederate_States_of_America
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",117
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Time  ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",59
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:France_2
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",104
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { <http://dbpedia.org/resource/Georgia_(U.S._state)>
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",106
"PREFIX  wde:  <http://www.wikidata.org/entity/>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  dbprop: <http://dbpedia.org/property/>

SELECT  ?object
WHERE
  { ?s       dbprop:predecessor  ?object .
    ?object  rdf:type            wde:Q386724
  }
",2
"PREFIX  dbpo: <http://dbpedia.org/ontology/>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  umbelrc: <http://umbel.org/umbel/rc/>

SELECT  ?object
WHERE
  { ?s       dbpo:successor  ?object .
    ?object  rdf:type        umbelrc:Bishop_Clerical
  }
",33
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Parody  ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",15
"PREFIX  dbpo: <http://dbpedia.org/ontology/>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  umbelrc: <http://umbel.org/umbel/rc/>

SELECT  ?object
WHERE
  { ?s       dbpo:child  ?object .
    ?object  rdf:type    umbelrc:AilmentCondition
  }
",3
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Prison  ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",14
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { <http://dbpedia.org/resource/Gold_(color)>
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",44
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Ammunition
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",4
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Richmond_Kickers
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",86
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Ohio_River
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",826
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Senate_of_Canada
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",119
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { <http://dbpedia.org/resource/Wings_(band)>
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",11
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { <http://dbpedia.org/resource/Heart_(band)>
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",233
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Antique  ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",3
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Spanish_people
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",10
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Red_Army
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",18
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:South_Island
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",117
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Privy_Council_of_the_United_Kingdom
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",53
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Ranch  ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",16
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Air_France
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",193
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Heian_period
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",4
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:White_movement
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",50
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:John_C._Calhoun
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",491
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Beta_decay
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",3
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Martial_law
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",40
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { <http://dbpedia.org/resource/Seanad_%C3%89ireann>
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",11
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  cat:  <http://dbpedia.org/resource/Category:>

SELECT  ?broaderConcept ?preferredLabel
WHERE
  { cat:Ancient_languages
              skos:broader    ?broaderConcept .
    ?broaderConcept
              skos:prefLabel  ?preferredLabel
  }
",5
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:North_America
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",66
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Ponte_City_Apartments
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",12
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Lebanese_Civil_War
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",303
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { <http://dbpedia.org/resource/Concord,_North_Carolina>
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",134
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Florida  ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",152
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Constitution
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",23
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:S.League
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",23
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Nuclear_warfare
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",9
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?cat
WHERE
  { dbpr:Health  dct:subject  ?subject .
    ?subject  rdfs:label   ?cat
  }
",6
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Sea  ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",6
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Guadalcanal
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",111
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Monarchy_of_Spain
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",56
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:By-election
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",2
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Bay  ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",6
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Gipuzkoa
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",41
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Exhibition_game
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",3
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { <http://dbpedia.org/resource/Jackson,_Mississippi>
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",191
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Black_people
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",58
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Alfonso_XIII_of_Spain
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",267
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Right_fielder
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",2
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Oklahoma
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",110
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { <http://dbpedia.org/resource/Charleston,_South_Carolina>
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",256
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { <http://dbpedia.org/resource/Durham,_North_Carolina>
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",218
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Madrid  ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",135
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:European_Economic_Community
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",89
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Timber_framing
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",7
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Al-Qaeda
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",42
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Real_Zaragoza
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",282
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { <http://dbpedia.org/resource/European_People's_Party>
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",7
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { <http://dbpedia.org/resource/Emirates_(airline)>
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",142
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Ecuador  ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",296
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { <http://dbpedia.org/resource/United_Kingdom_general_election,_1970>
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",51
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Labor_Day
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",26
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { <http://dbpedia.org/resource/Mar%C3%ADa_Jos%C3%A9_Mart%C3%ADnez_S%C3%A1nchez>
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",11
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Abraham_Lincoln
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",278
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Weather  ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",2
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Irish_War_of_Independence
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",210
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Robert_E._Howard
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",912
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Voltage  ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",4
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:North_Carolina
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",123
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:National_Coalition_Party
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",132
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:William_Tecumseh_Sherman
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",294
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { <http://dbpedia.org/resource/Columbia,_South_Carolina>
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",194
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Law  ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",8
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { <http://dbpedia.org/resource/Bath,_Maine>
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",113
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { <http://dbpedia.org/resource/Lynchburg,_Virginia>
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",63
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Border  ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",2
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:European_Council
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",68
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Year  ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",4
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?cat
WHERE
  { dbpr:Mother  dct:subject  ?subject .
    ?subject  rdfs:label   ?cat
  }
",5
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { <http://dbpedia.org/resource/New_Bern,_North_Carolina>
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",130
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Sengoku_period
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",2
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:G-force  ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",3
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Economic_development
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",30
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Illinois
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",102
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Human_rights
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",59
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Northern_Ireland
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",23
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Swan  ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",125
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:James_Cameron
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",151
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?cat
WHERE
  { <http://dbpedia.org/resource/Item_(gaming)>
              dct:subject  ?subject .
    ?subject  rdfs:label   ?cat
  }
",3
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Initiative
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",5
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Francisco_Franco
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",424
"PREFIX  dbpo: <http://dbpedia.org/ontology/>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  url:  <http://schema.org/>

SELECT  ?object
WHERE
  { ?s       dbpo:child  ?object .
    ?object  rdf:type    url:TVEpisode
  }
",5
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Cruise_ship
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",23
"PREFIX  dbpo: <http://dbpedia.org/ontology/>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  url:  <http://schema.org/>

SELECT  ?object
WHERE
  { ?s       dbpo:child  ?object .
    ?object  rdf:type    url:CreativeWork
  }
",56
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Book  ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",15
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { <http://dbpedia.org/resource/Federico_Garc%C3%ADa_Lorca>
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",12
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:House  ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",5
