"Star","rs"
"PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?type
WHERE
  { dbpr:Coalition
              dct:subject  ?category .
    ?page     dct:subject  ?category ;
              rdf:type     ?type
  }
",3749
"PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?type
WHERE
  { dbpr:Anthem  dct:subject  ?category .
    ?page     dct:subject  ?category ;
              rdf:type     ?type
  }
",3035
"PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?type
WHERE
  { dbpr:Anime  dct:subject  ?category .
    ?page     dct:subject  ?category ;
              rdf:type     ?type
  }
",2752
"PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?type
WHERE
  { dbpr:Stadium  dct:subject  ?category .
    ?page     dct:subject  ?category ;
              rdf:type     ?type
  }
",478
"PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?type
WHERE
  { dbpr:District
              dct:subject  ?category .
    ?page     dct:subject  ?category ;
              rdf:type     ?type
  }
",2573
"PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?type
WHERE
  { dbpr:Municipality
              dct:subject  ?category .
    ?page     dct:subject  ?category ;
              rdf:type     ?type
  }
",357
"PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?type
WHERE
  { dbpr:Book  dct:subject  ?category .
    ?page     dct:subject  ?category ;
              rdf:type     ?type
  }
",1229
"PREFIX  foaf: <http://xmlns.com/foaf/0.1/>
PREFIX  dbprop: <http://dbpedia.org/property/>

SELECT  ?pagina ?tipo ?idioma ?propietario ?creador
WHERE
  { ?x  dbprop:type      ?tipo ;
        dbprop:language  ?idioma ;
        dbprop:owner     ?propietario ;
        dbprop:author    ?creador ;
        foaf:homepage    ?pagina
  }
",169
"PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?type
WHERE
  { dbpr:Lille  dct:subject  ?category .
    ?page     dct:subject  ?category ;
              rdf:type     ?type
  }
",15658
"PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?type
WHERE
  { dbpr:Island  dct:subject  ?category .
    ?page     dct:subject  ?category ;
              rdf:type     ?type
  }
",1690
"PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?type
WHERE
  { dbpr:Cartoon  dct:subject  ?category .
    ?page     dct:subject  ?category ;
              rdf:type     ?type
  }
",7156
"PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?type
WHERE
  { dbpr:Hypocycloid
              dct:subject  ?category .
    ?page     dct:subject  ?category ;
              rdf:type     ?type
  }
",1186
"PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?type
WHERE
  { dbpr:Role  dct:subject  ?category .
    ?page     dct:subject  ?category ;
              rdf:type     ?type
  }
",4725
"PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?type
WHERE
  { dbpr:Protein  dct:subject  ?category .
    ?page     dct:subject  ?category ;
              rdf:type     ?type
  }
",17484
"PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?type
WHERE
  { dbpr:Species  dct:subject  ?category .
    ?page     dct:subject  ?category ;
              rdf:type     ?type
  }
",2116
"PREFIX  dbpo: <http://dbpedia.org/ontology/>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  foaf: <http://xmlns.com/foaf/0.1/>

SELECT  *
WHERE
  { ?actor2  rdf:type        dbpo:Actor ;
             foaf:name       ?actor_name_en ;
             dbpo:birthDate  ?birth_date
  }
",10250
"PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?type
WHERE
  { dbpr:Self  dct:subject  ?category .
    ?page     dct:subject  ?category ;
              rdf:type     ?type
  }
",612
"PREFIX  :     <http://dbpedia.org/resource/>
PREFIX  dbpo: <http://dbpedia.org/ontology/>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  dbprop: <http://dbpedia.org/property/>

SELECT  *
WHERE
  { ?artist  rdf:type      dbpo:MusicalArtist ;
             dbprop:genre  :Blues ;
             dbprop:genre  :Rock_and_roll
  }
",92
"PREFIX  dbpo: <http://dbpedia.org/ontology/>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?films
WHERE
  { ?films  rdf:type       dbpo:Film ;
            dbpo:starring  dbpr:Richard_Gere ;
            dbpo:starring  dbpr:Julia_Roberts
  }
",2
"PREFIX  dbpo: <http://dbpedia.org/ontology/>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  pos:  <http://www.w3.org/2003/01/geo/wgs84_pos#>

SELECT  ?name
WHERE
  { ?s  rdf:type     dbpo:Place ;
        pos:lat      ?lat ;
        pos:long     ?long ;
        rdf:type     ?type ;
        dct:subject  ?sub
  }
",42438030
"PREFIX  xsd:  <http://www.w3.org/2001/XMLSchema#>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  bif:  <bif:>

SELECT  ?s1c
WHERE
  { ?s1  ?s1textp      ?o1 .
    ?o1  bif:contains  ""(LIONEL AND MESSI)"" .
    ?s1  rdf:type      ?s1c
  }
",16403
"PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  foaf: <http://xmlns.com/foaf/0.1/>

SELECT  ?name ?nick
WHERE
  { ?person  rdf:type   foaf:Person ;
             foaf:name  ?name ;
             foaf:nick  ?nick
  }
",34821
"PREFIX  db-ont: <http://dbpedia.org/ontology/>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  dbprop: <http://dbpedia.org/property/>

SELECT  *
WHERE
  { ?select  rdf:type       db-ont:Film .
    ?id      dbprop:title   ?ft ;
             db-ont:imdbId  ?imdb_id
  }
",120259464
"PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  dbpo: <http://dbpedia.org/ontology/>

SELECT  ?a ?b ?c
WHERE
  { ?a  rdf:type       dbpo:Artist .
    ?b  rdf:type       dbpo:Artist .
    ?c  rdf:type       dbpo:Film ;
        dbpo:starring  ?a ;
        dbpo:starring  ?b
  }
",64277
"PREFIX  dbpo: <http://dbpedia.org/ontology/>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  *
WHERE
  { ?company  rdf:type              dbpo:Organisation ;
              dbpo:foundationPlace  dbpr:Germany .
    ?product  dbpo:developer        ?company ;
              rdf:type              dbpo:Software
  }
",18
"PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  db-ont: <http://dbpedia.org/ontology/>

SELECT  *
WHERE
  { ?id  db-ont:starring  ?starring ;
         rdf:type         db-ont:Film ;
         db-ont:imdbId    ?imdb_id
  }
",74319
"PREFIX  dbpo: <http://dbpedia.org/ontology/>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?b ?c
WHERE
  { ?b  rdf:type       dbpo:Artist .
    ?c  rdf:type       dbpo:Work ;
        dbpo:starring  dbpr:George_Harrison ;
        dbpo:starring  ?b
  }
",57
"PREFIX  dbpo: <http://dbpedia.org/ontology/>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  xsd:  <http://www.w3.org/2001/XMLSchema#>
PREFIX  grs:  <http://www.georss.org/georss/>
PREFIX  bif:  <bif:>
PREFIX  dbprop: <http://dbpedia.org/property/>

SELECT  ?x ?abstract
WHERE
  { ?x        rdf:type         dbpo:Place ;
              grs:point        ?z ;
              dbpo:abstract    ?abstract ;
              dbprop:district  ?dist .
    ?abstract  bif:contains    ""beautiful""
  }
",39
"PREFIX  dbprop: <http://dbpedia.org/property/>

SELECT  ?actordirector ?film ?gross
WHERE
  { ?film  dbprop:starring  ?actordirector ;
           dbprop:director  ?actordirector ;
           dbprop:gross     ?gross
  }
",395
"PREFIX  xsd:  <http://www.w3.org/2001/XMLSchema#>
PREFIX  grs:  <http://www.georss.org/georss/>
PREFIX  dbpo: <http://dbpedia.org/ontology/>
PREFIX  bif:  <bif:>

SELECT  ?x ?a ?b ?abstract
WHERE
  { ?x        grs:point      ?z ;
              dbpo:abstract  ?abstract ;
              ?a             ?b .
    ?abstract  bif:contains  ""pretty""
  }
",15177
